timestamp,actual_power_kw,persistence_prediction,gradient_boosting_prediction,fold
2026-05-06 03:00:00,790.8,652.5,940.1607898531568,1
2026-05-06 04:00:00,270.2,382.7,1056.2291589302545,1
2026-05-06 05:00:00,681.6,1966.3000000000002,1485.1492742193395,1
2026-05-06 06:00:00,1185.2,3070.2,1671.6918207945562,1
2026-05-06 07:00:00,552.7,728.8,1504.6079011894733,1
2026-05-06 08:00:00,3333.3,2369.2,2539.2864282405526,1
2026-05-06 09:00:00,2575.7,1960.5,2523.1789174703595,1
2026-05-06 10:00:00,3385.5,2066.2000000000003,3051.8600945338085,1
2026-05-06 11:00:00,2377.0,2415.2,3341.984908127655,1
2026-05-06 12:00:00,2690.4,4234.4,2783.873619168779,1
2026-05-06 13:00:00,3782.6,2662.6,3198.2987288649306,1
2026-05-06 14:00:00,1960.0,3230.5,2586.0673430832535,1
2026-05-06 15:00:00,1381.9,1799.5,2698.9911287495647,1
2026-05-06 16:00:00,937.0,3305.1,2363.3438490435333,1
2026-05-06 17:00:00,723.6,1547.9,1913.2790049115122,1
2026-05-06 18:00:00,1236.9,687.0,1240.096448654266,1
2026-05-06 19:00:00,962.2,882.8,1357.6010837289114,1
2026-05-06 20:00:00,806.0,1099.8,945.5803224267829,1
2026-05-06 21:00:00,1449.5,260.0,810.9805311787784,1
2026-05-06 22:00:00,721.5,638.2,870.3135070460854,1
2026-05-06 23:00:00,257.1,555.7,763.1529403407026,1
2026-05-07 00:00:00,385.79999999999995,305.0,710.9478457686253,1
2026-05-07 01:00:00,147.20000000000002,33.6,736.8633301563953,1
2026-05-07 02:00:00,1006.6,1685.6000000000001,836.7116583275913,1
2026-05-07 03:00:00,1062.3,790.8,837.1183446395215,1
2026-05-07 04:00:00,945.9000000000001,270.2,1077.7444153032957,1
2026-05-07 05:00:00,2034.1,681.6,1535.0610582853446,1
2026-05-07 06:00:00,2835.7,1185.2,2388.9049050951517,1
2026-05-07 07:00:00,2833.1000000000004,552.7,2100.9086756183683,1
2026-05-07 08:00:00,4240.6,3333.3,2498.597961297245,1
2026-05-07 09:00:00,2327.2,2575.7,2603.617397140187,1
2026-05-07 10:00:00,3223.7,3385.5,3278.1157364017995,1
2026-05-07 11:00:00,1592.3999999999999,2377.0,3206.520262147734,1
2026-05-07 12:00:00,4670.6,2690.4,2287.4363390103913,1
2026-05-07 13:00:00,2677.1,3782.6,3231.3412829381905,1
2026-05-07 14:00:00,2510.0,1960.0,3023.397800750486,1
2026-05-07 15:00:00,3369.5,1381.9,2296.6428695931118,1
2026-05-07 16:00:00,2457.9,937.0,2656.906406167574,1
2026-05-07 17:00:00,2228.2,723.6,1712.5061413073572,1
2026-05-07 18:00:00,717.7,1236.9,1913.0610487476242,1
2026-05-07 19:00:00,2421.3,962.2,1266.396202385641,1
2026-05-07 20:00:00,608.1,806.0,1271.1095736603975,1
2026-05-07 21:00:00,923.6999999999999,1449.5,1050.533091628456,1
2026-05-07 22:00:00,23.5,721.5,1062.242762021588,1
2026-05-07 23:00:00,224.6,257.1,1011.2141942954138,1
2026-05-08 00:00:00,447.5,385.79999999999995,971.1766360845504,1
2026-05-08 01:00:00,493.20000000000005,147.20000000000002,828.5752832563802,1
2026-05-08 02:00:00,221.7,1006.6,922.4362318868012,1
2026-05-08 03:00:00,490.5,1062.3,828.6604281775965,1
2026-05-08 04:00:00,969.0,945.9000000000001,1391.887685187801,1
2026-05-08 05:00:00,705.0,2034.1,1474.9226368835605,1
2026-05-08 06:00:00,1634.0,2835.7,1645.5627109066857,1
2026-05-08 07:00:00,1748.1999999999998,2833.1000000000004,2001.7879764061026,1
2026-05-08 08:00:00,939.0,4240.6,2487.7932182429126,1
2026-05-08 09:00:00,2196.4,2327.2,1903.8366208112404,1
2026-05-08 10:00:00,391.6,3223.7,3198.2987288649306,1
2026-05-08 11:00:00,2763.1,1592.3999999999999,2010.7273519217222,1
2026-05-08 12:00:00,4368.0,4670.6,3278.1157364017995,1
2026-05-08 13:00:00,1040.3,2677.1,2927.0055576046407,1
2026-05-08 14:00:00,2658.5,2510.0,2310.2717804961317,1
2026-05-08 15:00:00,2419.1,3369.5,2848.514910748239,1
2026-05-08 16:00:00,1159.1,2457.9,2780.536219797334,1
2026-05-08 17:00:00,896.6,2228.2,1794.998579812625,1
2026-05-08 18:00:00,111.7,717.7,1417.8885173536075,1
2026-05-08 19:00:00,1108.4,2421.3,1198.5701282947352,1
2026-05-08 20:00:00,334.2,608.1,1029.757112248318,1
2026-05-08 21:00:00,638.0,923.6999999999999,901.6286591201443,1
2026-05-08 22:00:00,541.6,23.5,842.2956832528372,1
2026-05-08 23:00:00,1027.6,224.6,703.8199644733954,1
2026-05-09 00:00:00,198.89999999999998,447.5,665.4786960177521,2
2026-05-09 01:00:00,116.3,493.20000000000005,733.5014380845345,2
2026-05-09 02:00:00,255.8,221.7,888.019559260593,2
2026-05-09 03:00:00,457.1,490.5,737.7056371544501,2
2026-05-09 04:00:00,1085.4,969.0,1089.5975687182886,2
2026-05-09 05:00:00,733.6,705.0,1480.8785348498336,2
2026-05-09 06:00:00,2056.4,1634.0,1714.6126843511447,2
2026-05-09 07:00:00,2076.7000000000003,1748.1999999999998,2361.1256963433925,2
2026-05-09 08:00:00,1846.1999999999998,939.0,2833.0662166522075,2
2026-05-09 09:00:00,2062.0,2196.4,3029.08562803056,2
2026-05-09 10:00:00,937.3,391.6,2979.717776907042,2
2026-05-09 11:00:00,2336.2,2763.1,2386.7249314820983,2
2026-05-09 12:00:00,4865.900000000001,4368.0,2870.056472068554,2
2026-05-09 13:00:00,1704.5,1040.3,2360.267646049141,2
2026-05-09 14:00:00,2534.5,2658.5,3108.4776130338837,2
2026-05-09 15:00:00,1692.5,2419.1,2547.2348210363566,2
2026-05-09 16:00:00,2111.0,1159.1,2045.9630625273383,2
2026-05-09 17:00:00,2132.6,896.6,1869.4832203033309,2
2026-05-09 18:00:00,668.1,111.7,1179.4753638115924,2
2026-05-09 19:00:00,270.8,1108.4,1262.6505273764087,2
2026-05-09 20:00:00,844.6,334.2,897.6586393403873,2
2026-05-09 21:00:00,453.7,638.0,805.2046000345649,2
2026-05-09 22:00:00,73.69999999999999,541.6,758.3730985007543,2
2026-05-09 23:00:00,921.5,1027.6,748.8620990853422,2
2026-05-10 00:00:00,861.6999999999999,198.89999999999998,679.5588824540158,2
2026-05-10 01:00:00,179.8,116.3,665.4786960177521,2
2026-05-10 02:00:00,121.4,255.8,703.915041420781,2
2026-05-10 03:00:00,602.0,457.1,703.915041420781,2
2026-05-10 04:00:00,1011.9000000000001,1085.4,1193.778579469982,2
2026-05-10 05:00:00,960.1,733.6,1144.7782936186857,2
2026-05-10 06:00:00,595.7,2056.4,1423.1538923960993,2
2026-05-10 07:00:00,1412.3,2076.7000000000003,1751.1192099706773,2
2026-05-10 08:00:00,1497.1,1846.1999999999998,1850.3730901508225,2
2026-05-10 09:00:00,1616.7,2062.0,2230.0064077504912,2
2026-05-10 10:00:00,3248.4,937.3,1840.1373312086967,2
2026-05-10 11:00:00,3295.1,2336.2,3091.793819903535,2
2026-05-10 12:00:00,3166.6,4865.900000000001,2524.599519533056,2
2026-05-10 13:00:00,1507.5,1704.5,2207.9648616505056,2
2026-05-10 14:00:00,1970.6999999999998,2534.5,2422.009167690616,2
2026-05-10 15:00:00,2533.5,1692.5,2563.718908834313,2
2026-05-10 16:00:00,767.5,2111.0,2070.9162177794983,2
2026-05-10 17:00:00,2611.6,2132.6,1766.4814823162603,2
2026-05-10 18:00:00,903.0,668.1,1294.5610491433085,2
2026-05-10 19:00:00,956.2,270.8,1020.1518051219356,2
2026-05-10 20:00:00,214.0,844.6,846.3556034739802,2
2026-05-10 21:00:00,319.8,453.7,777.5715645897279,2
2026-05-10 22:00:00,1421.5,73.69999999999999,969.9926260973169,2
2026-05-10 23:00:00,429.20000000000005,921.5,748.5548849968656,2
2026-05-11 00:00:00,173.79999999999998,861.6999999999999,685.3182730195497,2
2026-05-11 01:00:00,700.5,179.8,668.5222815070241,2
2026-05-11 02:00:00,483.5,121.4,770.2138166496624,2
2026-05-11 03:00:00,243.2,602.0,923.1149490787465,2
2026-05-11 04:00:00,1092.0,1011.9000000000001,1102.877311136662,2
2026-05-11 05:00:00,544.0,960.1,1399.914522826552,2
2026-05-11 06:00:00,1253.8,595.7,1581.2997229250122,2
2026-05-11 07:00:00,586.8,1412.3,1729.7443316450267,2
2026-05-11 08:00:00,1521.9,1497.1,2143.499144066835,2
2026-05-11 09:00:00,3076.8,1616.7,2161.6874017163054,2
2026-05-11 10:00:00,2563.6,3248.4,2753.884438316734,2
2026-05-11 11:00:00,2829.6,3295.1,3118.4164828476864,2
2026-05-11 12:00:00,2891.2,3166.6,3121.2415470607098,2
2026-05-11 13:00:00,3944.9,1507.5,2585.6440697136704,2
2026-05-11 14:00:00,2054.2,1970.6999999999998,2725.6359869156727,2
2026-05-11 15:00:00,2520.6,2533.5,2853.2370124463337,2
2026-05-11 16:00:00,2418.2000000000003,767.5,2087.9554632591144,2
2026-05-11 17:00:00,460.40000000000003,2611.6,2178.0058392411784,2
2026-05-11 18:00:00,505.9,903.0,1001.8360054415944,2
2026-05-11 19:00:00,1198.6,956.2,1423.8123558828431,2
2026-05-11 20:00:00,1866.6999999999998,214.0,821.8285534594238,2
2026-05-11 21:00:00,788.0999999999999,319.8,889.2973944763116,2
2026-05-11 22:00:00,406.0,1421.5,843.1254102628614,2
2026-05-11 23:00:00,122.10000000000001,429.20000000000005,706.6421061010842,2
2026-05-12 00:00:00,498.5,173.79999999999998,709.9221352293663,2
2026-05-12 01:00:00,183.7,700.5,748.59258228747,2
2026-05-12 02:00:00,588.6,483.5,703.915041420781,2
2026-05-12 03:00:00,644.7,243.2,725.1637459125485,2
2026-05-12 04:00:00,281.8,1092.0,1032.4011485654391,2
2026-05-12 05:00:00,1068.6,544.0,1329.5120813294109,2
2026-05-12 06:00:00,1323.8,1253.8,1742.4040237544614,2
2026-05-12 07:00:00,929.9,586.8,1187.2593928850138,2
2026-05-12 08:00:00,1494.8,1521.9,1840.927993703361,2
2026-05-12 09:00:00,1501.1,3076.8,1860.3059101288977,2
2026-05-12 10:00:00,2502.2,2563.6,1996.0952172152938,2
2026-05-12 11:00:00,2972.6,2829.6,3108.4776130338837,2
2026-05-12 12:00:00,1724.5,2891.2,3082.5685823714643,2
2026-05-12 13:00:00,4067.3,3944.9,3121.5145707653433,2
2026-05-12 14:00:00,2755.7,2054.2,2967.9413654611226,2
2026-05-12 15:00:00,1626.6,2520.6,2714.3859456279197,2
2026-05-12 16:00:00,1424.1,2418.2000000000003,2099.9215286805675,2
2026-05-12 17:00:00,1026.7,460.40000000000003,1452.0613288859513,2
2026-05-12 18:00:00,682.9,505.9,965.0925470291132,2
2026-05-12 19:00:00,817.2,1198.6,1062.6169810550314,2
2026-05-12 20:00:00,4.1,1866.6999999999998,944.803313307927,2
2026-05-12 21:00:00,308.2,788.0999999999999,831.3957470434514,2
2026-05-12 22:00:00,685.9000000000001,406.0,790.1134558316296,2
2026-05-12 23:00:00,327.7,122.10000000000001,660.74830633971,2
2026-05-13 00:00:00,250.39999999999998,498.5,665.4786960177521,2
2026-05-13 01:00:00,509.4,183.7,711.4604304237284,2
2026-05-13 02:00:00,874.7,588.6,967.9060958622053,2
2026-05-13 03:00:00,898.9,644.7,748.4519582763018,2
2026-05-13 04:00:00,1524.7,281.8,981.3860145936256,2
2026-05-13 05:00:00,2450.2000000000003,1068.6,1058.2509750058487,2
2026-05-13 06:00:00,469.6,1323.8,1416.575955648481,2
2026-05-13 07:00:00,1296.6,929.9,1134.0625837297277,2
2026-05-13 08:00:00,2607.2999999999997,1494.8,1850.3730901508225,2
2026-05-13 09:00:00,3843.1000000000004,1501.1,2824.4740100968647,2
2026-05-13 10:00:00,2848.2000000000003,2502.2,3086.821501089815,2
2026-05-13 11:00:00,3815.6,2972.6,3108.4776130338837,2
2026-05-13 12:00:00,2654.6000000000004,1724.5,2904.271437319628,2
2026-05-13 13:00:00,2620.4,4067.3,3194.67708583008,2
2026-05-13 14:00:00,2337.5,2755.7,2746.4363141548715,2
2026-05-13 15:00:00,2972.2,1626.6,2563.718908834313,2
2026-05-13 16:00:00,991.4,1424.1,2180.234100739524,2
2026-05-13 17:00:00,4783.1,1026.7,1099.5678396891235,2
2026-05-13 18:00:00,902.3,682.9,1142.392636216154,2
2026-05-13 19:00:00,849.1999999999999,817.2,1039.3176121922647,2
2026-05-13 20:00:00,355.59999999999997,4.1,1074.473058901967,2
2026-05-13 21:00:00,1378.0,308.2,1002.0666071782189,2
2026-05-13 22:00:00,943.2,685.9000000000001,773.0613507004318,2
2026-05-13 23:00:00,223.1,327.7,656.0896850613573,2
2026-05-14 00:00:00,350.6,250.39999999999998,662.2957674370475,2
2026-05-14 01:00:00,522.1,509.4,676.3759538733112,2
2026-05-14 02:00:00,348.9,874.7,830.1923714565063,2
2026-05-14 03:00:00,1481.2,898.9,820.8797373474156,2
2026-05-14 04:00:00,313.5,1524.7,1133.9541763244251,2
2026-05-14 05:00:00,53.2,2450.2000000000003,1642.7963340470862,2
2026-05-14 06:00:00,379.1,469.6,1723.0965880948786,2
2026-05-14 07:00:00,819.2,1296.6,1743.2355441179025,2
2026-05-14 08:00:00,3833.7999999999997,2607.2999999999997,2342.506527286884,2
2026-05-14 09:00:00,2017.6999999999998,3843.1000000000004,3135.9651177501646,2
2026-05-14 10:00:00,4067.2999999999997,2848.2000000000003,3117.922709481345,2
2026-05-14 11:00:00,3029.0,3815.6,2677.762599633501,2
2026-05-14 12:00:00,3139.0,2654.6000000000004,2838.896908615035,2
2026-05-14 13:00:00,3039.4,2620.4,2976.8346656990584,2
2026-05-14 14:00:00,1705.4,2337.5,3094.1569068428607,2
2026-05-14 15:00:00,1277.1999999999998,2972.2,2774.897958536978,2
2026-05-14 16:00:00,1662.2,991.4,1684.9548954421878,2
2026-05-14 17:00:00,2427.8,4783.1,2526.063977917672,2
2026-05-14 18:00:00,1847.1,902.3,1167.64953296592,2
2026-05-14 19:00:00,584.6,849.1999999999999,1717.1600161595177,2
2026-05-14 20:00:00,516.0,355.59999999999997,786.0336528726051,2
2026-05-14 21:00:00,113.1,1378.0,902.0516147331409,2
2026-05-14 22:00:00,646.9,943.2,865.6853573353602,2
2026-05-14 23:00:00,947.5,223.1,670.8472055142655,2
2026-05-15 00:00:00,322.8,350.6,665.4786960177521,2
2026-05-15 01:00:00,501.3,522.1,665.4786960177521,2
2026-05-15 02:00:00,319.70000000000005,348.9,737.7056371544501,2
2026-05-15 03:00:00,726.2,1481.2,874.7455945580231,2
2026-05-15 04:00:00,505.9,313.5,1058.721390769499,2
2026-05-15 05:00:00,248.9,53.2,1330.0607842868335,2
2026-05-15 06:00:00,1396.4,379.1,1374.9989936555678,2
2026-05-15 07:00:00,785.9,819.2,1467.6928490887037,2
2026-05-15 08:00:00,2414.6,3833.7999999999997,1930.0460811982637,2
2026-05-15 09:00:00,4014.9,2017.6999999999998,2818.46573330708,2
2026-05-15 10:00:00,685.6,4067.2999999999997,2641.5833669886733,2
2026-05-15 11:00:00,4065.9,3029.0,2573.237996071603,2
2026-05-15 12:00:00,1864.8000000000002,3139.0,3005.835755380945,2
2026-05-15 13:00:00,6754.0,3039.4,2746.4363141548715,2
2026-05-15 14:00:00,2103.7,1705.4,3449.9827501148357,2
2026-05-15 15:00:00,2077.9,1277.1999999999998,2940.5024139099173,2
2026-05-15 16:00:00,1645.8,1662.2,1774.8365810799464,2
2026-05-15 17:00:00,2290.9,2427.8,2049.4082209555536,2
2026-05-15 18:00:00,1652.5,1847.1,1372.430308887372,2
2026-05-15 19:00:00,1260.4,584.6,1156.6579122713767,2
2026-05-15 20:00:00,1128.7,516.0,813.5017111894124,2
2026-05-15 21:00:00,507.79999999999995,113.1,789.5985627525957,2
2026-05-15 22:00:00,431.6,646.9,804.6897069555309,2
2026-05-15 23:00:00,572.9,947.5,784.7175479027195,2
2026-05-16 00:00:00,266.9,322.8,630.0315678271562,3
2026-05-16 01:00:00,444.0,501.3,666.3305858314262,3
2026-05-16 02:00:00,1321.5,319.70000000000005,700.9186927889731,3
2026-05-16 03:00:00,2361.9,726.2,676.6322814209443,3
2026-05-16 04:00:00,1610.7,505.9,1166.176303207936,3
2026-05-16 05:00:00,492.1,248.9,1146.9253098794284,3
2026-05-16 06:00:00,1761.9,1396.4,1489.2625012327046,3
2026-05-16 07:00:00,899.6,785.9,1757.6968389887,3
2026-05-16 08:00:00,1540.2,2414.6,2080.5044003116486,3
2026-05-16 09:00:00,2025.4,4014.9,2413.9834625294097,3
2026-05-16 10:00:00,5458.5,685.6,2356.191158114405,3
2026-05-16 11:00:00,2668.7000000000003,4065.9,3259.675556292258,3
2026-05-16 12:00:00,2189.1,1864.8000000000002,3066.649021056692,3
2026-05-16 13:00:00,3541.8,6754.0,2894.123863168008,3
2026-05-16 14:00:00,3947.8,2103.7,2401.510757704673,3
2026-05-16 15:00:00,1535.1,2077.9,2217.2669020846843,3
2026-05-16 16:00:00,1210.1999999999998,1645.8,1708.4823518964283,3
2026-05-16 17:00:00,3401.0,2290.9,2146.1124372392787,3
2026-05-16 18:00:00,996.6999999999999,1652.5,1767.9308803009462,3
2026-05-16 19:00:00,1141.6,1260.4,1118.3202403306138,3
2026-05-16 20:00:00,636.5,1128.7,891.0209316874359,3
2026-05-16 21:00:00,372.2,507.79999999999995,680.7301476476555,3
2026-05-16 22:00:00,907.9,431.6,709.9478988748241,3
2026-05-16 23:00:00,181.79999999999998,572.9,675.0174651768048,3
2026-05-17 00:00:00,928.7,266.9,603.7377541787762,3
2026-05-17 01:00:00,511.70000000000005,444.0,677.7002124362691,3
2026-05-17 02:00:00,821.6999999999999,1321.5,821.349204984662,3
2026-05-17 03:00:00,418.4,2361.9,1195.567934359047,3
2026-05-17 04:00:00,514.0,1610.7,1052.5452946859746,3
2026-05-17 05:00:00,1181.8,492.1,932.4825964595142,3
2026-05-17 06:00:00,1729.7,1761.9,1206.6283715638506,3
2026-05-17 07:00:00,2103.4,899.6,1746.7505973311231,3
2026-05-17 08:00:00,3482.5,1540.2,2378.3134214051784,3
2026-05-17 09:00:00,3077.0,2025.4,2695.39383180446,3
2026-05-17 10:00:00,3768.7,5458.5,2904.6509846470335,3
2026-05-17 11:00:00,1544.5,2668.7000000000003,3057.63048083969,3
2026-05-17 12:00:00,2655.2,2189.1,2646.698018095619,3
2026-05-17 13:00:00,1583.6,3541.8,2854.761698533704,3
2026-05-17 14:00:00,1767.7,3947.8,2378.4663244647704,3
2026-05-17 15:00:00,3439.5,1535.1,2627.833342960703,3
2026-05-17 16:00:00,1826.0,1210.1999999999998,1492.4672306207663,3
2026-05-17 17:00:00,874.9,3401.0,2732.583191615035,3
2026-05-17 18:00:00,2078.0,996.6999999999999,997.1408262464611,3
2026-05-17 19:00:00,851.9,1141.6,1241.535381616584,3
2026-05-17 20:00:00,1569.1,636.5,757.2373924862916,3
2026-05-17 21:00:00,2037.1000000000001,372.2,782.4345574523384,3
2026-05-17 22:00:00,796.6,907.9,1239.8503213720587,3
2026-05-17 23:00:00,749.5999999999999,181.79999999999998,650.7544222984712,3
2026-05-18 00:00:00,520.4,928.7,748.0290119846171,3
2026-05-18 01:00:00,133.8,511.70000000000005,603.7377541787762,3
2026-05-18 02:00:00,88.6,821.6999999999999,714.9454867308907,3
2026-05-18 03:00:00,156.3,418.4,847.6139746068081,3
2026-05-18 04:00:00,628.6,514.0,876.6789072045315,3
2026-05-18 05:00:00,1380.3,1181.8,1040.6303811961075,3
2026-05-18 06:00:00,1821.5,1729.7,1459.8453671569175,3
2026-05-18 07:00:00,445.90000000000003,2103.4,1731.6153253225975,3
2026-05-18 08:00:00,2145.5,3482.5,2417.4785635399726,3
2026-05-18 09:00:00,2876.7,3077.0,2933.1214388168632,3
2026-05-18 10:00:00,3761.2,3768.7,3373.7961490264884,3
2026-05-18 11:00:00,4152.7,1544.5,2698.296972906646,3
2026-05-18 12:00:00,4566.4,2655.2,2826.0837041442087,3
2026-05-18 13:00:00,3246.2,1583.6,2703.2825478661002,3
2026-05-18 14:00:00,2146.9,1767.7,2664.578702717417,3
2026-05-18 15:00:00,2064.9,3439.5,2955.491559317653,3
2026-05-18 16:00:00,963.2,1826.0,2064.609304094671,3
2026-05-18 17:00:00,1737.1000000000001,874.9,1363.5753581363824,3
2026-05-18 18:00:00,1294.2,2078.0,1395.2387097484495,3
2026-05-18 19:00:00,1108.6,851.9,1187.056587175755,3
2026-05-18 20:00:00,718.9,1569.1,1172.229221204082,3
2026-05-18 21:00:00,766.0999999999999,2037.1000000000001,893.0471947201464,3
2026-05-18 22:00:00,550.6,796.6,826.0812672632077,3
2026-05-18 23:00:00,818.5,749.5999999999999,723.431146219313,3
2026-05-19 00:00:00,1355.8,520.4,663.1334610436027,3
2026-05-19 01:00:00,1097.3,133.8,631.8950711559239,3
2026-05-19 02:00:00,659.0,88.6,668.5145585061662,3
2026-05-19 03:00:00,273.4,156.3,642.2363346922153,3
